v_f;Vietnam;-0.050247329
vol;Vietnam;-0.028637939
b_t;Zambia;-0.003378547
cmt;Zambia;-0.021685849
mil;Zambia;-0.040072711
oap;Zambia;-0.06841347
ofd;Zambia;-0.018550191
omt;Zambia;-0.039890249
pdr;Zambia;-0.051573667
sgr;Zambia;-0.021363748
v_f;Zambia;-0.050165649
vol;Zambia;-0.011556096
